---	full
PF03901.17	A8MR93
PF00743.19	A8MRX0
PF13738.6	A8MRX0
PF07992.14	A8MRX0
PF01266.24	A8MRX0
PF13450.6	A8MRX0
PF13454.6	A8MRX0
PF13434.6	A8MRX0
PF03486.14	A8MRX0
PF00890.24	A8MRX0
PF01593.24	A8MRX0
PF01946.17	A8MRX0
PF12831.7	A8MRX0
PF00070.27	A8MRX0
PF01494.19	A8MRX0
PF01134.22	A8MRX0
PF02254.18	A8MRX0
PF01262.21	A8MRX0
PF01488.20	A8MRX0
PF02558.16	A8MRX0
PF05834.12	A8MRX0
PF01210.23	A8MRX0
PF07991.12	A8MRX0
PF07992.14	A8MS68
PF02852.22	A8MS68
PF00070.27	A8MS68
PF00890.24	A8MS68
PF01134.22	A8MS68
PF12831.7	A8MS68
PF13434.6	A8MS68
PF01946.17	A8MS68
PF13738.6	A8MS68
PF02737.18	A8MS68
PF03721.14	A8MS68
PF13450.6	A8MS68
PF01266.24	A8MS68
PF14633.6	A8MS85
PF14635.6	A8MS85
PF14639.6	A8MS85
PF14632.6	A8MS85
PF09371.10	A8MS85
PF14641.6	A8MS85
PF17674.1	A8MS85
PF12836.7	A8MS85
PF16921.5	A8MS85
PF00575.23	A8MS85
PF00202.21	B0F481
PF13500.6	B0F481
PF01529.20	B3DN87
PF00406.22	B3H4S0
PF13207.6	B3H4S0
PF02223.17	B3H4S0
PF13671.6	B3H4S0
PF13238.6	B3H4S0
PF00781.24	B3H501
PF06331.12	B3H572
PF06423.12	B3H6K1
PF17272.2	B3H6K1
PF01008.17	B3H7H1
PF01406.19	B3LFA4
PF09334.11	B3LFA4
PF09190.11	B3LFA4
PF01921.18	B3LFA4
PF10579.9	B3LFA4
PF03592.16	B3LFA4
PF01926.23	B5X565
PF14714.6	B5X565
PF02421.18	B5X565
PF00350.23	B5X565
PF04548.16	B5X565
PF00009.27	B5X565
PF03193.16	B5X565
PF08477.13	B5X565
PF05621.11	B5X565
PF09439.10	B5X565
PF00005.27	B5X565
PF03308.16	B5X565
PF00071.22	B5X565
PF02492.19	B5X565
PF13401.6	B5X565
PF13671.6	B5X565
PF13479.6	B5X565
PF13238.6	B5X565
PF13175.6	B5X565
PF00025.21	B5X565
PF13521.6	B5X565
PF13555.6	B5X565
PF01580.18	B5X565
PF00910.22	B5X565
PF00625.21	B5X565
PF06858.14	B5X565
PF13191.6	B5X565
PF13662.6	B5X582
PF03796.15	B5X582
PF13155.6	B5X582
PF13481.6	B5X582
PF01751.22	B5X582
PF01637.18	B5X582
PF13555.6	B5X582
PF13243.6	B6EXY6
PF13249.6	B6EXY6
PF00432.21	B6EXY6
PF09492.10	B6EXY6
PF07678.14	B6EXY6
PF05147.13	B6EXY6
PF00514.23	B7U179
PF00651.31	B7U179
PF13646.6	B7U179
PF13513.6	B7U179
PF02985.22	B7U179
PF03224.14	B7U179
PF09759.9	B7U179
PF12717.7	B7U179
PF01602.20	B7U179
PF04826.13	B7U179
PF11698.8	B7U179
PF11841.8	B7U179
PF07707.15	B7U179
PF03130.16	B7U179
PF00291.25	B9DFR6
PF00107.26	B9DFR6
PF00067.22	B9DFU2
PF04658.13	B9DG24
PF04263.16	B9DGU7
PF04265.14	B9DGU7
PF03109.16	B9DGY1
PF11676.8	B9DGY1
PF01636.23	B9DGY1
PF01937.19	B9DH75
PF00155.21	B9DHD3
PF04864.13	B9DHD3
PF00501.28	B9DHD3
PF07993.12	B9TSP7
PF03015.19	B9TSP7
PF01370.21	B9TSP7
PF01073.19	B9TSP7
PF08659.10	B9TSP7
PF16363.5	B9TSP7
PF18653.1	B9TSP7
PF00069.25	C0LGL9
PF07714.17	C0LGL9
PF08263.12	C0LGL9
PF12799.7	C0LGL9
PF13855.6	C0LGL9
PF00560.33	C0LGL9
PF17667.1	C0LGL9
PF01636.23	C0LGL9
PF00781.24	F2Y4A3
PF02178.19	F4HP69
PF00400.32	F4HP69
PF01068.21	F4HPZ9
PF04675.14	F4HPZ9
PF07522.14	F4HPZ9
PF04679.15	F4HPZ9
PF07521.12	F4HPZ9
PF12706.7	F4HPZ9
PF06733.15	F4HQE2
PF13307.6	F4HQE2
PF04851.15	F4HQE2
PF16545.5	F4HQE2
PF00270.29	F4HQE2
PF02671.21	F4HQE2
PF00176.23	F4HQE2
PF04734.13	F4HQM3
PF17048.5	F4HQM3
PF04719.14	F4HR03
PF03847.13	F4HR03
PF11181.8	F4HR03
PF15703.5	F4HR03
PF00156.27	F4HSX1
PF14681.6	F4HSX1
PF01582.20	F4HT77
PF13676.6	F4HT77
PF03732.17	F4HT77
PF03200.16	F4HTM3
PF16923.5	F4HTM3
PF04042.16	F4HTP2
PF08418.10	F4HTP2
PF07571.13	F4HVA6
PF02969.17	F4HVA6
PF00125.24	F4HVA6
PF00232.18	F4HVG0
PF12076.8	F4HVY0
PF04116.13	F4HVY0
PF08490.12	F4HW04
PF03104.19	F4HW04
PF00136.21	F4HW04
PF10108.9	F4HW04
PF13482.6	F4HW04
PF13177.6	F4HW65
PF00004.29	F4HW65
PF12169.8	F4HW65
PF13401.6	F4HW65
PF13191.6	F4HW65
PF05496.12	F4HW65
PF13238.6	F4HW65
PF04851.15	F4HW65
PF07728.14	F4HW65
PF00308.18	F4HW65
PF13604.6	F4HW65
PF01734.22	F4HX14
PF00514.23	F4HX14
PF13646.6	F4HX14
PF13855.6	F4HX14
PF12799.7	F4HX14
PF13513.6	F4HX14
PF12717.7	F4HX14
PF02985.22	F4HX14
PF11698.8	F4HX14
PF08167.12	F4HX14
PF11701.8	F4HX14
PF01734.22	F4HX15
PF00514.23	F4HX15
PF13646.6	F4HX15
PF13855.6	F4HX15
PF12799.7	F4HX15
PF13513.6	F4HX15
PF12717.7	F4HX15
PF11698.8	F4HX15
PF02985.22	F4HX15
PF08167.12	F4HX15
PF11701.8	F4HX15
PF03034.15	F4HXY6
PF03034.15	F4HXY7
PF00291.25	F4HYF3
PF01501.20	F4HZC3
PF08662.11	F4I057
PF12894.7	F4I057
PF04762.12	F4I057
PF00294.24	F4I0K2
PF09787.9	F4I0K2
PF00133.22	F4I116
PF09334.11	F4I116
PF08264.13	F4I116
PF01406.19	F4I116
PF02358.16	F4I1A6
PF08282.12	F4I1A6
PF13419.6	F4I1A6
PF01068.21	F4I1P7
PF04675.14	F4I1P7
PF04679.15	F4I1P7
PF09414.10	F4I1P7
PF06565.12	F4I1P7
PF06728.13	F4I1Z0
PF00793.20	F4I2W6
PF00724.20	F4I403
PF07741.13	F4I4V4
PF00382.19	F4I4V4
PF15763.5	F4I4V4
PF12446.8	F4I4V4
PF17213.3	F4I4V4
PF02713.14	F4I5G3
PF10604.9	F4I5G3
PF03364.20	F4I5G3
PF02885.17	F4I5H7
PF00591.21	F4I5H7
PF16114.5	F4I5V8
PF08442.10	F4I5V8
PF06418.14	F4I6G9
PF00117.28	F4I6G9
PF07722.13	F4I6G9
PF01656.23	F4I6G9
PF00476.20	F4I6M1
PF01612.20	F4I6M1
PF00514.23	F4I718
PF13646.6	F4I718
PF00168.30	F4I718
PF11698.8	F4I718
PF03224.14	F4I718
PF06371.13	F4I718
PF07000.11	F4I718
PF18230.1	F4I718
PF17741.1	F4I718
PF12295.8	F4I718
PF12612.8	F4I718
PF12783.7	F4I718
PF11841.8	F4I718
PF02985.22	F4I718
PF03752.13	F4I718
PF04182.12	F4I7J9
PF12802.7	F4I7J9
PF17007.5	F4I7J9
PF13551.6	F4I7J9
PF18580.1	F4I7J9
PF01978.19	F4I7J9
PF14075.6	F4I7J9
PF04756.13	F4I8X8
PF14264.6	F4I8X8
PF00208.21	F4I9M9
PF02812.18	F4I9M9
PF13241.6	F4I9M9
PF00899.21	F4I9M9
PF00156.27	F4IA25
PF15609.6	F4IA25
PF14681.6	F4IA25
PF08323.11	F4IAG1
PF16760.5	F4IAG1
PF13439.6	F4IAG1
PF00534.20	F4IAG1
PF13579.6	F4IAG1
PF13692.6	F4IAG1
PF03423.13	F4IAG1
PF03129.20	F4IAM7
PF00587.25	F4IAM7
PF14056.6	F4IAM7
PF00117.28	F4IAW5
PF07722.13	F4IAW5
PF00643.24	F4IBS4
PF16366.5	F4IBS4
PF03107.16	F4IBS4
PF14471.6	F4IBS4
PF10080.9	F4IBS4
PF00534.20	F4IBV4
PF13692.6	F4IBV4
PF13439.6	F4IBV4
PF13579.6	F4IBV4
PF13524.6	F4IBV4
PF16994.5	F4IBV4
PF13477.6	F4IBV4
PF01694.22	F4ICF4
PF12515.8	F4ICF4
PF04511.15	F4ICF4
PF08551.10	F4ICF4
PF00749.21	F4ICG2
PF04558.15	F4ICG2
PF03950.18	F4ICG2
PF04557.15	F4ICG2
PF07540.11	F4IDJ0
PF03914.17	F4IDJ0
PF02535.22	F4IDJ0
PF03062.19	F4IDU4
PF08511.11	F4IE14
PF02684.15	F4IF99
PF00587.25	F4IFC5
PF03129.20	F4IFC5
PF07973.14	F4IFC5
PF08490.12	F4IFN6
PF03104.19	F4IFN6
PF00136.21	F4IFN6
PF10108.9	F4IFN6
PF13482.6	F4IFN6
PF08996.10	F4IFN6
PF11332.8	F4IHY7
PF00549.19	F4IHY7
PF05009.12	F4IHY7
PF00400.32	F4II66
PF12894.7	F4II66
PF17005.5	F4II66
PF11715.8	F4II66
PF00514.23	F4IIM1
PF13646.6	F4IIM1
PF00168.30	F4IIM1
PF11701.8	F4IIM1
PF02985.22	F4IIM1
PF11698.8	F4IIM1
PF03224.14	F4IIM1
PF11841.8	F4IIM1
PF13513.6	F4IIM1
PF09759.9	F4IIM1
PF06371.13	F4IIM1
PF01663.22	F4IJJ8
PF01676.18	F4IJJ8
PF00884.23	F4IJJ8
PF02656.15	F4IJJ8
PF00006.25	F4IMB5
PF00306.27	F4IMB5
PF02874.23	F4IMB5
PF13191.6	F4IMB5
PF09378.10	F4IMB5
PF00181.23	F4IMC7
PF01255.19	F4IMI8
PF04818.13	F4IMY0
PF13894.6	F4IMY0
PF00382.19	F4IN86
PF07741.13	F4IN86
PF03302.13	F4IN86
PF03171.20	F4INZ9
PF14226.6	F4INZ9
PF01406.19	F4IPY2
PF09334.11	F4IPY2
PF00133.22	F4IPY2
PF09190.11	F4IPY2
PF01921.18	F4IPY2
PF00010.26	F4IQH8
PF06012.12	F4IQH8
PF00240.23	F4IRA7
PF11483.8	F4IRA7
PF15077.6	F4IRA7
PF09173.11	F4IRF5
PF00009.27	F4IRF5
PF03144.25	F4IRF5
PF03193.16	F4IRF5
PF16897.5	F4IRF5
PF10662.9	F4IRF5
PF01926.23	F4IRF5
PF00503.20	F4IRF5
PF02492.19	F4IRF5
PF03405.14	F4IS32
PF02915.17	F4IS32
PF13506.6	F4ITI0
PF00535.26	F4ITI0
PF13641.6	F4ITI0
PF13632.6	F4ITI0
PF16977.5	F4ITI0
PF06974.13	F4IU14
PF03007.16	F4IU14
PF01126.20	F4IUM0
PF09026.10	F4IUM0
PF14851.6	F4IUM0
PF06524.12	F4IUM0
PF04263.16	F4IV16
PF04265.14	F4IV16
PF00009.27	F4IW10
PF03764.18	F4IW10
PF14492.6	F4IW10
PF00679.24	F4IW10
PF03144.25	F4IW10
PF16658.5	F4IW10
PF01926.23	F4IW10
PF16847.5	F4IW10
PF04548.16	F4IW10
PF04273.13	F4IW10
PF00382.19	F4IW19
PF07741.13	F4IW19
PF00130.22	F4IW19
PF01513.21	F4IWD3
PF00781.24	F4IWD3
PF18178.1	F4IWD3
PF00160.21	F4IX26
PF00067.22	A0A087X0B3
PF00067.22	A0A087X1C5
PF17047.5	A0FGR8
PF00168.30	A0FGR8
PF10358.9	A0FGR8
PF12517.8	A0FGR8
PF17047.5	A0FGR9
PF00168.30	A0FGR9
PF02776.18	A1L0T0
PF02775.21	A1L0T0
PF00205.22	A1L0T0
PF02552.16	A1L0T0
PF01151.18	A1L3X0
PF06602.14	A4FU01
PF12578.8	A4FU01
PF00454.27	A4QPH2
PF13575.6	A4QPH2
PF10261.9	A5D6W6
PF10520.9	A5PLL7
PF01284.23	A5PLL7
PF13344.6	A6NDG6
PF13242.6	A6NDG6
PF00702.26	A6NDG6
PF13419.6	A6NDG6
PF09419.10	A6NDG6
PF00061.23	A6NFH5
PF14651.6	A6NFH5
PF00293.28	A8MXV4
PF04387.14	B0YJ81
PF02913.19	O00116
PF01565.23	O00116
PF08031.12	O00116
PF03061.22	O00154
PF01336.25	O00154
PF16136.5	O00154
PF07986.12	O00154
PF00454.27	O00329
PF00613.20	O00329
PF00794.18	O00329
PF02192.16	O00329
PF00792.24	O00329
PF13575.6	O00329
PF14429.6	O00329
PF00454.27	O00443
PF00613.20	O00443
PF00792.24	O00443
PF00794.18	O00443
PF00787.24	O00443
PF00168.30	O00443
PF13575.6	O00443
PF16454.5	O00459
PF00017.24	O00459
PF00620.27	O00459
PF00018.28	O00459
PF14604.6	O00459
PF01776.17	O00459
PF07653.17	O00459
PF16695.5	O00459
PF10377.9	O00459
PF07200.13	O00459
PF06008.14	O00459
PF04791.16	O00459
PF14362.6	O00459
PF13851.6	O00459
PF00054.23	O00468
PF07648.15	O00468
PF02210.24	O00468
PF00050.21	O00468
PF03146.15	O00468
PF00053.24	O00468
PF01390.20	O00468
PF00008.27	O00468
PF13385.6	O00468
PF01425.21	O00519
PF02121.18	O00562
PF02862.17	O00562
PF03767.14	O00562
PF00400.32	O00628
PF08662.11	O00628
PF12894.7	O00628
PF00135.28	O00748
PF07859.13	O00748
PF00326.21	O00748
PF10340.9	O00748
PF00756.20	O00748
PF06582.12	O00748
PF00454.27	O00750
PF00613.20	O00750
PF00792.24	O00750
PF00794.18	O00750
PF00787.24	O00750
PF00168.30	O00750
PF13575.6	O00750
PF13646.6	O00750
PF03203.14	O00767
PF01569.21	O14494
PF14360.6	O14494
PF02936.14	O14494
PF14378.6	O14494
PF12555.8	O14494
PF01569.21	O14495
PF14360.6	O14495
PF14378.6	O14495
PF05297.11	O14495
PF07947.14	O14495
PF07525.16	O14508
PF00017.24	O14508
PF14633.6	O14508
PF00668.20	O14508
PF07525.16	O14512
PF00017.24	O14512
PF00017.24	O14543
PF07525.16	O14543
PF00017.24	O14544
PF07525.16	O14544
PF00550.25	O14561
PF14573.6	O14561
PF03776.14	O14561
PF06472.15	O14678
PF00005.27	O14678
PF13604.6	O14678
PF05992.12	O14678
PF13191.6	O14678
PF13401.6	O14678
PF00437.20	O14678
PF02562.16	O14678
PF00270.29	O14678
PF01007.20	O14678
PF13304.6	O14678
PF13555.6	O14678
PF05729.12	O14678
PF03193.16	O14678
PF13476.6	O14678
PF12775.7	O14678
PF01124.18	O14684
PF13622.6	O14734
PF02551.15	O14734
PF03061.22	O14734
PF01066.21	O14735
PF05721.13	O14832
PF07350.12	O14832
PF00787.24	O14939
PF13091.6	O14939
PF00614.22	O14939
PF00169.29	O14939
PF08458.10	O14939
PF00501.28	O14975
PF13193.6	O14975
PF01504.18	O14986
PF02383.18	O15056
PF08952.11	O15056
PF03372.23	O15056
PF15358.6	O15056
PF01553.21	O15120
PF13567.6	O15120
PF00487.24	O15121
PF08557.10	O15121
PF03803.15	O15162
PF01553.21	O15228
PF01756.19	O15254
PF02770.19	O15254
PF00441.24	O15254
PF14749.6	O15254
PF08028.11	O15254
PF00155.21	O15269
PF01053.20	O15269
PF00155.21	O15270
PF00266.19	O15270
PF01212.21	O15270
PF00305.19	O15296
PF01477.23	O15296
PF12168.8	O15296
PF08788.11	O15327
PF00616.19	O15327
PF00017.24	O15357
PF03372.23	O15357
PF07647.17	O15357
PF00536.30	O15357
PF02662.16	O15357
PF00777.18	O15466
PF00068.19	O15496
PF00017.24	O15524
PF07525.16	O15524
PF00061.23	O15540
PF14651.6	O15540
PF02736.19	O15540
PF00777.18	O43173
PF00067.22	O43174
PF13733.6	O43286
PF02709.14	O43286
PF04114.14	O43292
PF14036.6	O43292
PF02383.18	O43426
PF08952.11	O43426
PF03372.23	O43426
PF00076.22	O43426
PF01569.21	O43688
PF04172.16	O43688
PF01226.17	O43688
PF14360.6	O43688
PF08122.12	O43688
PF11190.8	O43688
PF16881.5	O43766
PF04055.21	O43766
PF05443.11	O43766
PF00153.27	O43808
PF01762.21	O43825
PF00248.21	O60218
PF14908.6	O60218
PF10674.9	O60218
PF01504.18	O60331
PF08121.11	O60331
PF00487.24	O60427
PF00173.28	O60427
PF00879.18	O60427
PF00501.28	O60488
PF13193.6	O60488
PF13733.6	O60512
PF02709.14	O60512
PF13733.6	O60513
PF02709.14	O60513
PF00201.18	O60656
PF04101.16	O60656
PF13528.6	O60656
PF12796.7	O60733
PF13637.6	O60733
PF13857.6	O60733
PF00023.30	O60733
PF13606.6	O60733
PF01734.22	O60733
PF18418.1	O60733
PF14497.6	O60760
PF02798.20	O60760
PF13417.6	O60760
PF00043.25	O60760
PF13409.6	O60760
PF17172.4	O60760
PF00535.26	O60762
PF13641.6	O60762
PF10111.9	O60762
PF13506.6	O60762
PF13704.6	O60762
PF18708.1	O60762
PF03372.23	O60906
PF01034.20	O75056
PF01102.18	O75056
PF07002.16	O75131
PF00168.30	O75131
PF10138.9	O75131
PF00092.28	O75131
PF12610.8	O75159
PF07525.16	O75159
PF00017.24	O75159
PF12820.7	O75159
PF00305.19	O75342
PF01477.23	O75342
PF04193.14	O75352
PF01153.19	O75487
PF08928.10	O75487
PF03262.13	O75487
PF00378.20	O75521
PF00887.19	O75521
PF16113.5	O75521
PF00454.27	O75747
PF00613.20	O75747
PF00787.24	O75747
PF00794.18	O75747
PF00168.30	O75747
PF00792.24	O75747
PF13575.6	O75747
PF00273.20	O75747
PF01762.21	O75752
PF02434.16	O75752
PF16458.5	O75752
PF03062.19	O75907
PF13813.6	O75907
PF03062.19	O75908
PF13813.6	O75908
PF00106.25	O75911
PF13561.6	O75911
PF08659.10	O75911
PF02719.15	O75911
PF01488.20	O75911
PF01370.21	O75911
PF03435.18	O75911
PF01981.16	O75911
PF00609.19	O75912
PF00781.24	O75912
PF00130.22	O75912
PF12796.7	O75912
PF13606.6	O75912
PF13857.6	O75912
PF13637.6	O75912
PF00023.30	O75912
PF07297.12	O94777
PF08510.12	O94777
PF00171.22	O94788
PF07368.11	O94788
PF05893.14	O94788
PF00069.25	O94806
PF07714.17	O94806
PF00130.22	O94806
PF00169.29	O94806
PF14531.6	O94806
PF03107.16	O94806
PF06293.14	O94806
PF13901.6	O94806
PF01163.22	O94806
PF05445.11	O94806
PF01636.23	O94806
PF02318.16	O94806
PF00628.29	O94806
PF02862.17	O94830
PF02825.20	O94830
PF00536.30	O94830
PF11246.8	O94830
PF05057.14	O94830
PF00005.27	O94911
PF12698.7	O94911
PF13304.6	O94911
PF03193.16	O94911
PF13555.6	O94911
PF02463.19	O94911
PF01926.23	O94911
PF13191.6	O94911
PF13175.6	O94911
PF13732.6	O94911
PF13476.6	O94911
PF13558.6	O94911
PF13481.6	O94911
PF13604.6	O94911
PF03215.15	O94911
PF00350.23	O94911
PF13401.6	O94911
PF00006.25	O94911
PF01935.17	O94911
PF04970.13	O95237
PF00877.19	O95237
PF12335.8	O95248
PF06602.14	O95248
PF02141.21	O95248
PF02893.20	O95248
PF03456.18	O95248
PF00169.29	O95248
PF03455.19	O95248
PF08616.10	O95248
PF15413.6	O95248
PF15409.6	O95248
PF08458.10	O95248
PF11612.8	O95248
PF00635.26	O95292
PF06005.12	O95292
PF00170.21	O95292
PF16559.5	O95292
PF07216.12	O95292
PF04718.15	O95292
PF00664.23	O95342
PF00005.27	O95342
PF02463.19	O95342
PF03193.16	O95342
PF13401.6	O95342
PF13191.6	O95342
PF13555.6	O95342
PF13175.6	O95342
PF06414.12	O95342
PF13604.6	O95342
PF09818.9	O95342
PF03215.15	O95342
PF13304.6	O95342
PF13671.6	O95342
PF13476.6	O95342
PF12775.7	O95342
PF07728.14	O95342
PF13481.6	O95342
PF00503.20	O95342
PF00910.22	O95342
PF13479.6	O95342
PF13521.6	O95342
PF13238.6	O95342
PF01695.17	O95342
PF13558.6	O95342
PF02230.16	O95372
PF12146.8	O95372
PF12697.7	O95372
PF07859.13	O95372
PF00561.20	O95372
PF00326.21	O95372
PF01738.18	O95372
PF01083.22	O95372
PF03959.13	O95372
PF11187.8	O95372
PF00756.20	O95372
PF11144.8	O95372
PF01764.25	O95372
PF04987.14	O95427
PF01663.22	O95427
PF00884.23	O95427
PF01676.18	O95427
PF11032.8	O95445
PF00061.23	O95445
PF13896.6	O95461
PF01501.20	O95461
PF18404.1	O95461
PF00282.19	O95470
PF00266.19	O95470
PF00155.21	O95470
PF05889.13	O95470
PF01041.17	O95470
PF01053.20	O95470
PF00501.28	O95573
PF13193.6	O95573
PF01148.20	O95674
PF07002.16	O95741
PF00168.30	O95741
PF10138.9	O95741
PF00092.28	O95741
PF00348.17	O95749
PF05292.11	O95822
PF17408.2	O95822
PF00487.24	O95864
PF00173.28	O95864
PF17249.2	O95864
PF00561.20	O95870
PF12146.8	O95870
PF12697.7	O95870
PF00326.21	O95870
PF01762.21	O96024
PF08240.12	P00325
PF00107.26	P00325
PF16912.5	P00325
PF13602.6	P00325
PF03721.14	P00325
PF01262.21	P00325
PF02826.19	P00325
PF08240.12	P00326
PF00107.26	P00326
PF16912.5	P00326
PF03721.14	P00326
PF13602.6	P00326
PF02826.19	P00326
PF02254.18	P00326
PF00171.22	P00352
PF05893.14	P00352
PF01442.18	P02647
PF12732.7	P02647
PF07464.11	P02647
PF05957.13	P02647
PF02601.15	P02647
PF08385.12	P02647
PF14643.6	P02647
PF04691.12	P02647
PF07798.11	P02647
PF06103.11	P02647
PF12731.7	P02647
PF07902.11	P02647
PF04513.12	P02647
PF16043.5	P02647
PF11445.8	P02647
PF04286.12	P02647
PF01765.19	P02647
PF12252.8	P02647
PF05823.12	P02647
PF03938.14	P02647
PF07739.13	P02647
PF18476.1	P02647
PF04711.13	P02647
PF05478.11	P02647
PF13200.6	P02647
PF15884.5	P02647
PF12277.8	P02647
PF18461.1	P02647
PF18191.1	P02647
PF09769.9	P02647
PF05597.11	P02647
PF10079.9	P02647
PF03037.16	P02647
PF14362.6	P02647
PF08641.12	P02647
PF04778.12	P02647
PF16515.5	P02647
PF05615.13	P02647
PF09128.11	P02647
PF03730.14	P02647
PF10037.9	P02647
PF13977.6	P02647
PF03980.14	P02647
PF02096.20	P02647
PF07295.11	P02647
PF11068.8	P02647
PF01442.18	P02649
PF07464.11	P02649
PF07352.12	P02649
PF05957.13	P02649
PF04513.12	P02649
PF17150.4	P02649
PF05141.12	P02649
PF12732.7	P02649
PF11467.8	P02649
PF05478.11	P02649
PF05778.12	P02649
PF07462.11	P02649
PF05597.11	P02649
PF06295.12	P02649
PF14523.6	P02649
PF10079.9	P02649
PF03938.14	P02649
PF06103.11	P02649
PF17932.1	P02649
PF04799.13	P02649
PF09769.9	P02649
PF13166.6	P02649
PF07739.13	P02649
PF18476.1	P02649
PF07956.11	P02649
PF05929.11	P02649
PF15665.5	P02649
PF09518.10	P02649
PF17395.2	P02649
PF18822.1	P02649
PF02601.15	P02649
PF07295.11	P02649
PF03961.13	P02649
PF04691.12	P02649
PF04104.14	P02649
PF07798.11	P02649
PF01765.19	P02649
PF10186.9	P02649
PF07061.11	P02649
PF16925.5	P02649
PF06148.11	P02649
PF01863.17	P02649
PF04711.13	P02652
PF04691.12	P02654
PF05778.12	P02654
PF12732.7	P02654
PF05355.11	P02655
PF12501.8	P02655
PF05778.12	P02656
PF04691.12	P02656
PF04711.13	P02656
PF06078.11	P02656
PF00084.20	P02749
PF09014.10	P02749
PF05811.13	P02749
PF02793.22	P02749
PF12662.7	P02749
PF00061.23	P02753
PF08212.12	P02753
PF03973.13	P02753
PF00576.21	P02766
PF00074.20	P03950
PF00001.21	P03999
PF10323.9	P03999
PF13853.6	P03999
PF11669.8	P03999
PF00001.21	P04000
PF10324.9	P04000
PF10323.9	P04000
PF13631.6	P04000
PF10322.9	P04000
PF10321.9	P04000
PF00001.21	P04001
PF10324.9	P04001
PF10328.9	P04001
PF10320.9	P04001
PF10323.9	P04001
PF13631.6	P04001
PF13853.6	P04001
PF00368.18	P04035
PF12349.8	P04035
PF02460.18	P04035
PF00068.19	P04054
PF08398.10	P04054
PF05826.12	P04054
PF07800.12	P04054
PF02055.16	P04062
PF17189.4	P04062
PF01120.17	P04066
PF16757.5	P04066
PF14871.6	P04066
PF01347.22	P04114
PF09172.11	P04114
PF06448.11	P04114
PF12491.8	P04114
PF10988.8	P04114
PF02740.14	P04118
PF01114.18	P04118
PF02450.15	P04180
PF12697.7	P04180
PF12146.8	P04180
PF06821.13	P04180
PF09307.10	P04233
PF08831.10	P04233
PF00086.18	P04233
PF00067.22	P04798
PF02786.17	P05165
PF00289.22	P05165
PF02785.19	P05165
PF18140.1	P05165
PF00364.22	P05165
PF07478.13	P05165
PF13533.6	P05165
PF02222.22	P05165
PF08443.11	P05165
PF13437.6	P05165
PF02655.14	P05165
PF13549.6	P05165
PF16576.5	P05165
PF02258.16	P05165
PF01071.19	P05165
PF03793.19	P05165
PF14397.6	P05165
PF13474.6	P05165
PF13375.6	P05165
PF01039.22	P05166
PF06833.11	P05166
PF00067.22	P05177
PF00067.22	P05181
PF00322.17	P05305
PF00004.29	A0A1I9LME3
PF07728.14	A0A1I9LME3
PF13238.6	A0A1I9LME3
PF13191.6	A0A1I9LME3
PF03266.15	A0A1I9LME3
PF05496.12	A0A1I9LME3
PF01695.17	A0A1I9LME3
PF05729.12	A0A1I9LME3
PF13481.6	A0A1I9LME3
PF00910.22	A0A1I9LME3
PF06068.13	A0A1I9LME3
PF13479.6	A0A1I9LME3
PF00931.22	A0A1I9LME3
PF13401.6	A0A1I9LME3
PF02367.17	A0A1I9LME3
PF03796.15	A0A1I9LME3
PF03193.16	A0A1I9LME3
PF06414.12	A0A1I9LME3
PF01057.17	A0A1I9LME3
PF07931.12	A0A1I9LME3
PF12775.7	A0A1I9LME3
PF13604.6	A0A1I9LME3
PF07726.11	A0A1I9LME3
PF13671.6	A0A1I9LME3
PF13086.6	A0A1I9LME3
PF02224.18	A0A1I9LME3
PF01078.21	A0A1I9LME3
PF01656.23	A0A1I9LME3
PF13245.6	A0A1I9LME3
PF01202.22	A0A1I9LME3
PF13207.6	A0A1I9LME3
PF10236.9	A0A1I9LME3
PF13555.6	A0A1I9LME3
PF13639.6	A0A1I9LN13
PF17123.5	A0A1I9LN13
PF13923.6	A0A1I9LN13
PF12678.7	A0A1I9LN13
PF14634.6	A0A1I9LN13
PF00097.25	A0A1I9LN13
PF13445.6	A0A1I9LN13
PF13920.6	A0A1I9LN13
PF14447.6	A0A1I9LN13
PF12861.7	A0A1I9LN13
PF17120.5	A0A1I9LN13
PF11789.8	A0A1I9LN13
PF14835.6	A0A1I9LN13
PF00628.29	A0A1I9LN13
PF12906.7	A0A1I9LN13
PF17122.5	A0A1I9LN13
PF11793.8	A0A1I9LN13
PF16744.5	A0A1I9LN13
PF14570.6	A0A1I9LN13
PF14446.6	A0A1I9LN13
PF10367.9	A0A1I9LN13
PF13639.6	A0A1I9LPW5
PF12678.7	A0A1I9LPW5
PF13923.6	A0A1I9LPW5
PF17123.5	A0A1I9LPW5
PF00097.25	A0A1I9LPW5
PF13445.6	A0A1I9LPW5
PF14634.6	A0A1I9LPW5
PF13920.6	A0A1I9LPW5
PF14447.6	A0A1I9LPW5
PF12861.7	A0A1I9LPW5
PF12906.7	A0A1I9LPW5
PF17120.5	A0A1I9LPW5
PF13771.6	A0A1I9LPW5
PF17122.5	A0A1I9LPW5
PF11789.8	A0A1I9LPW5
PF08746.11	A0A1I9LPW5
PF00628.29	A0A1I9LPW5
PF14570.6	A0A1I9LPW5
PF11793.8	A0A1I9LPW5
PF03854.14	A0A1I9LPW5
PF09783.9	A0A1P8AZS5
PF10825.8	A0A1P8B460
PF18283.1	A0A1P8B460
