"ID"	"Length"	"MW"	"Charge"	"pI"	"aIndex"	"InstabilityIndex"	"Boman"	"HidrophobicityIndex"	"HMoment"	"TinyAA"	"SmallAA"	"AliphaticAA"	"AromaticAA"	"NonPolarAA"	"PolarAA"	"ChargedAA"	"BasicAA"	"AcidicAA"	"Globular"	"Surface"	"Transmembrane"	"GO1"	"GO2"	"GO3"	"GO4"	"GO5"	"GO6"	"GO7"	"GO8"	"Tetrahymena"
"F4HP69"	815	90097.06894	9.03970125974593	8.05599315145243	73.3496932515337	46.2089570552147	1.92487116564417	-0.0628957055214724	0.760070975051239	31.043	55.215	26.135	9.571	50.552	49.448	27.73	15.337	12.393	"0.960248447204969"	0.0236024844720497	0.0161490683229814	0	1	0	0	0	0	0	0	1
"F4HPC1"	259	27602.09404	8.9013566497298	8.94615310083261	68.1853281853282	28.9795366795367	1.05135135135135	0.134401544401544	0.621356663982739	40.927	61.776	25.869	13.514	61.776	38.224	11.969	8.494	3.475	"0.903614457831325"	0.0160642570281124	0.0803212851405622	0	0	0	0	0	0	0	1	0
"F4HPZ9"	1396	156322.12744	-12.3393599654459	6.26163885908763	79.419770773639	47.1502148997135	1.72218481375358	-0.0118266475644699	0.85222124765975	27.865	51.289	26.719	10.96	51.361	48.639	27.292	13.968	13.324	"0.912698412698413"	0.0663780663780664	0.0209235209235209	0	1	0	0	0	0	0	0	1
"F4HQE2"	1040	116631.58414	25.874628597513	8.95883879340428	85.4711538461538	45.2621153846154	1.88755769230769	-0.0549230769230769	1.0093013014983	28.077	49.808	28.173	9.231	51.154	48.846	26.538	15.096	11.442	"0.905825242718447"	0.0660194174757282	0.0281553398058252	0	1	0	0	0	0	0	0	1
"F4HQM3"	779	86771.32604	4.22732367008911	7.57834549295035	77.3042362002567	37.3121951219512	1.6315917843389	0.0117201540436457	0.897919276928662	30.167	52.246	25.802	12.837	53.145	46.855	24.005	13.222	10.783	"0.901170351105332"	0.0520156046814044	0.046814044213264	0	1	0	0	0	0	0	0	1
"F4HQX6"	450	49996.32424	11.6754955537568	9.2603758410812	69.9777777777778	36.1053333333333	1.99395555555556	-0.0461333333333333	0.621516859419198	34.889	54.667	24.889	12	49.333	50.667	25.556	15.111	10.444	"0.984090909090909"	0	0.0159090909090909	0	0	0	1	0	0	0	0	1
"F4HR03"	204	23431.91374	9.2707127296256	9.5944755043966	58.7254901960784	60.9823529411765	2.87936274509804	-0.256617647058824	0.830004349094132	25.98	47.059	21.569	6.373	44.118	55.882	34.804	20.098	14.706	"0.938144329896907"	0.0567010309278351	0.00515463917525773	0	1	0	0	0	0	0	0	1
"F4HR76"	403	45743.24824	12.5526499670864	8.91644596587069	74.5657568238213	44.8563275434243	2.03064516129032	-0.0752357320099255	0.838933807355893	30.769	46.402	26.551	13.151	49.38	50.62	31.514	18.859	12.655	"0.916030534351145"	0.0279898218829517	0.0559796437659033	0	0	0	0	0	0	0	1	0
"F4HRC9"	427	45518.78254	4.01197878382837	9.6429057524283	68.9461358313817	51.3866510538642	1.92714285714286	-0.0594145199063232	0.750778589496048	34.895	54.801	24.824	5.152	50.82	49.18	19.672	10.304	9.368	"0.935251798561151"	0.0167865707434053	0.0479616306954436	0	0	0	0	0	1	0	0	0
"F4HRV8"	596	67210.70564	-20.2091593900517	4.77095999125414	73.255033557047	43.1661073825503	2.35125838926174	-0.126275167785235	0.835965118744271	26.007	50.839	24.329	7.215	44.966	55.034	30.537	14.094	16.443	"0.957337883959044"	0.0392491467576792	0.00341296928327645	0	0	0	1	0	0	0	0	1
"F4HSX1"	284	30988.24404	3.23129573761972	8.06143590328568	106.161971830986	30.8176056338028	1.09116197183099	0.0995774647887324	0.780207371725026	30.986	50.352	36.62	8.451	58.803	41.197	26.056	14.437	11.62	"0.835766423357664"	0.0766423357664234	0.0875912408759124	0	1	0	0	0	0	0	0	1
"F4HT77"	363	42117.92644	6.66240208555932	8.46525336772949	89.3939393939394	35.501652892562	1.73683195592287	-0.0243250688705234	0.901312026602054	22.59	41.322	28.65	12.672	52.617	47.383	30.579	17.08	13.499	"0.886685552407932"	0.0708215297450425	0.0424929178470255	0	1	0	0	0	0	0	0	1
"F4HTH8"	1181	129175.23834	15.2599285852704	8.82872992981553	78.6367485182049	49.2849280270957	2.08206604572396	-0.079813717188823	0.707224858400351	33.785	56.816	26.588	6.266	46.063	53.937	26.588	14.564	12.024	"0.9666951323655"	0.022203245089667	0.0111016225448335	0	0	0	0	0	1	0	0	0
"F4HTM3"	852	97634.25164	5.20128236093545	7.80395769397537	86.1267605633803	40.4808685446009	1.65286384976526	0.00872065727699532	0.79179385621373	25.117	45.305	26.174	14.554	53.169	46.831	26.056	14.319	11.737	"0.915676959619953"	0.0415676959619952	0.0427553444180523	0	1	0	0	0	0	0	0	1
"F4HTP2"	620	69042.13344	-26.67946784644	4.71851637923582	88.1451612903226	50.8408064516129	1.76520967741935	-0.00691935483870967	0.841629412644014	25.806	51.129	28.548	9.516	51.452	48.548	27.258	12.419	14.839	"0.944262295081967"	0.0360655737704918	0.019672131147541	0	1	0	0	0	0	0	0	1
"F4HUY1"	188	22005.98334	7.36800057347109	9.80725538287431	112.074468085106	35.5404255319149	0.916702127659574	0.128297872340426	0.805758908146541	22.34	37.234	35.106	16.489	58.511	41.489	24.468	15.426	9.043	"0.707865168539326"	0.0449438202247191	0.247191011235955	0	0	0	0	0	0	0	1	0
"F4HVA6"	527	59275.42964	11.8713421040442	9.04471683866681	92.011385199241	51.8472485768501	1.47360531309298	0.0274952561669829	0.740844287893169	27.704	47.818	30.74	11.765	53.7	46.3	23.909	14.611	9.298	"0.880077369439072"	0.0560928433268859	0.0638297872340425	0	1	0	0	0	0	0	0	1
"F4HVG0"	543	62425.72534	8.15256443292541	8.54348912882967	76.316758747698	37.8563535911602	1.72406998158379	-0.0049171270718232	0.810212634622732	25.967	47.514	24.494	16.022	51.565	48.435	24.125	13.812	10.313	"0.926829268292683"	0.0412757973733583	0.0318949343339587	0	1	0	0	0	0	0	0	1
"F4HVM4"	235	27419.08574	-4.17215297497847	6.2287110393819	82.0425531914893	52.7693617021277	2.28787234042553	-0.0708936170212766	0.730724100939617	24.681	49.787	24.681	13.191	49.787	50.213	29.362	15.319	14.043	"0.964444444444444"	0.0266666666666667	0.00888888888888889	0	0	0	1	0	0	0	0	1
"F4HVS0"	1259	144922.60824	-9.94592587363711	6.60854287348752	80.2144559173948	49.5571882446386	1.69810961080222	-0.0213105639396346	0.790898726167427	25.894	43.685	25.02	12.947	49.801	50.199	28.356	15.171	13.185	"0.915932746196958"	0.0600480384307446	0.0240192153722978	0	0	0	1	0	0	0	0	1
"F4HVY0"	625	72405.83424	10.1775393879852	8.18173853452714	97.792	32.99984	1.082112	0.11616	0.691334690715861	24.8	44	30.88	17.92	56.96	43.04	23.36	14.4	8.96	"0.83739837398374"	0.0682926829268293	0.0943089430894309	0	1	0	0	0	0	0	0	1
"F4HVZ1"	379	42263.29284	0.668564901576785	7.13576078951943	85.910290237467	33.031926121372	1.06459102902375	0.110949868073879	0.578509762890615	31.662	53.034	28.76	14.776	58.839	41.161	21.108	11.609	9.499	"0.894308943089431"	0.016260162601626	0.0894308943089431	0	0	0	1	0	0	0	0	1
"F4HW04"	2161	248897.31334	-10.8781376742937	6.55373727167921	84.6089773253124	42.5641832484961	1.84494215640907	-0.044062933826932	0.782093347421972	23.878	45.396	27.857	12.078	51.689	48.311	29.662	15.317	14.345	"0.930729893072989"	0.0520688052068805	0.0172013017201302	0	1	0	0	0	0	0	0	1
"F4HW65"	1116	124891.14754	20.6611018727974	8.68643590939623	78.4498207885305	50.4013440860215	2.42518817204301	-0.14929211469534	0.775715517257006	31.631	49.731	24.821	7.348	43.817	56.183	30.018	16.577	13.441	"0.940325497287523"	0.0433996383363472	0.0162748643761302	0	1	0	0	0	0	0	0	1
"F4HX14"	1223	135221.19614	-0.39717417529091	6.9698175413413	97.3017170891251	52.7078495502862	1.39904333605887	0.0417007358953393	0.819668430176275	28.046	50.531	31.562	8.095	54.538	45.462	23.712	12.674	11.038	"0.909315746084089"	0.0544105523495466	0.0362737015663644	0	1	0	0	0	0	0	0	1
"F4HX15"	1309	145221.53964	-21.1864539082392	5.67965253436089	93.353705118411	51.9708938120703	1.57312452253629	0.0143926661573721	0.819668430176275	27.502	50.573	30.481	8.021	53.094	46.906	25.21	12.605	12.605	"0.917628945342571"	0.0515781370284834	0.0307929176289453	0	1	0	0	0	0	0	0	1
"F4HXY6"	453	52424.28164	8.04119752800371	8.41080071793012	100.066225165563	28.3044150110375	1.00598233995585	0.12485651214128	0.727268258701698	24.503	44.592	31.126	15.453	61.589	38.411	22.958	13.245	9.713	"0.72686230248307"	0.0835214446952596	0.18961625282167	0	1	0	0	0	0	0	0	1
"F4HXY7"	425	49518.24804	10.9145761271806	9.12775704874695	106.188235294118	30.0178823529412	0.696258823529412	0.178094117647059	0.727268258701698	23.294	42.824	32.706	16.941	63.765	36.235	21.176	12.706	8.471	"0.665060240963855"	0.0891566265060241	0.24578313253012	0	1	0	0	0	0	0	0	1
"F4HXZ1"	846	95208.70504	-7.14048765678616	6.40655689852666	77.7541371158392	59.8186761229314	2.08920803782506	-0.0869503546099291	0.802675793758476	26.714	47.636	27.305	9.338	49.527	50.473	27.069	14.066	13.002	"0.970095693779904"	0.0179425837320574	0.0119617224880383	0	0	0	1	0	0	0	0	1
"F4HYF3"	401	43900.19594	1.76963184027697	7.3923795871362	91.1970074812968	36.1466334164589	1.36805486284289	0.0475311720698254	0.645970868164266	30.923	52.12	30.424	10.474	55.112	44.888	25.686	14.214	11.471	"0.930946291560102"	0.0281329923273657	0.040920716112532	0	1	0	0	0	0	0	0	1
"F4HZB2"	3601	400893.99944	-54.9619142866849	6.0341830358071	92.299361288531	43.469619550125	1.45768119966676	0.0424437656206609	0.857867611876879	28.881	49.625	30.103	10.83	52.624	47.376	25.021	12.802	12.219	"0.878028404344194"	0.075187969924812	0.0467836257309941	0	0	0	0	0	1	0	0	0
"F4HZC3"	566	65632.98874	24.3497371385545	9.79410115084389	90.7067137809187	46.0252650176678	1.73399293286219	-0.0313074204946996	0.853077486720617	22.615	45.583	28.269	13.074	53.71	46.29	27.385	16.608	10.777	"0.904676258992806"	0.0215827338129496	0.0737410071942446	0	1	0	0	0	0	0	1	1
"F4HZW2"	334	38075.06704	0.504327641145907	7.15064951475303	73.2035928143712	39.8550898203593	1.9659880239521	-0.0520958083832335	0.692027270789305	27.246	49.102	24.85	12.275	50.599	49.401	26.347	14.072	12.275	"0.929012345679012"	0.0401234567901235	0.0308641975308642	0	0	0	1	0	0	0	0	1
"F4HZZ4"	318	35284.69644	4.63968615794773	8.14026414510402	97.4213836477987	43.6009433962264	1.24389937106918	0.0856918238993711	0.704668195578936	31.447	51.572	31.447	11.321	57.233	42.767	21.698	12.579	9.119	"0.87012987012987"	0	0.12987012987013	0	0	0	1	0	0	0	0	1
"F4HZZ5"	318	34915.58614	0.766035063656491	7.23831408706201	99.2767295597484	52.9330188679245	0.968710691823899	0.123207547169811	0.70983148135636	32.39	53.459	32.075	9.434	59.119	40.881	20.44	11.006	9.434	"0.87012987012987"	0.00974025974025974	0.12012987012987	0	0	0	1	0	0	0	0	1
"F4I057"	227	25304.04454	3.34213648057164	8.46544208817614	82.0264317180617	33.9766519823789	1.24334801762115	0.0685022026431718	0.594171230587364	29.956	51.982	29.075	13.216	54.626	45.374	24.67	14.097	10.573	"0.976958525345622"	0	0.0230414746543779	0	1	0	0	0	0	0	0	1
"F4I0K2"	614	68980.08514	-21.6259021735289	4.88427490003694	75.4071661237785	47.4169381107492	2.05268729641694	-0.0838925081433225	0.733470659088648	27.362	49.186	25.896	9.121	48.534	51.466	33.062	15.472	17.59	"0.945364238410596"	0.021523178807947	0.033112582781457	0	1	0	0	0	0	0	0	1
"F4I107"	388	42345.23874	8.27408183462763	8.47151120922225	72.2164948453608	36.0219072164948	1.12592783505155	0.0919587628865979	0.686333478506301	36.598	54.124	25.773	13.144	56.959	43.041	18.041	10.825	7.216	"0.91005291005291"	0.0238095238095238	0.0661375661375661	0	0	0	0	0	0	0	1	0
"F4I116"	1091	123451.22014	-12.4442054489813	5.84693804275217	81.5490375802017	50.3246562786434	1.58605866177819	0.00536205316223649	0.817901807044963	27.314	47.388	27.406	11.916	54.17	45.83	26.489	13.291	13.199	"0.954671600370028"	0.0259019426456984	0.0194264569842738	0	1	0	0	0	0	0	0	1
"F4I1A6"	320	36363.37284	-9.36067866376217	5.07070544389153	87.6875	33.641875	1.95759375	-0.048	0.752567456361049	25.625	46.562	28.125	10	48.125	51.875	31.875	15.313	16.562	"0.919354838709677"	0.0709677419354839	0.00967741935483871	0	1	0	0	0	0	0	0	1
"F4I1P7"	657	73484.54084	3.16480201855803	7.7305539184251	93.6225266362253	33.731202435312	1.65491628614916	-0.0212785388127854	0.738764642330259	26.332	49.619	30.898	8.676	51.294	48.706	28.463	15.068	13.394	"0.904173106646059"	0.0463678516228748	0.0494590417310665	0	1	0	0	0	0	0	0	1
"F4I1S7"	838	92681.17474	-11.1059902737896	6.37382590094354	85.5847255369928	37.8578758949881	1.31485680190931	0.0752625298329356	0.691294726780977	32.22	53.58	29.475	12.53	53.341	46.659	23.747	12.649	11.098	"0.95048309178744"	0.0144927536231884	0.035024154589372	0	0	0	0	0	1	0	0	0
"F4I1V3"	492	56574.91544	1.69187400215134	7.34836815299025	103.170731707317	45.0329268292683	1.34038617886179	0.0413211382113821	0.725858649781941	24.187	44.106	30.285	11.382	52.439	47.561	25.813	13.821	11.992	"0.902489626556017"	0.0622406639004149	0.0352697095435685	0	0	0	0	0	1	0	0	0
"F4I1Z0"	469	52818.62314	17.1732877947013	9.79664471711298	119.147121535181	47.9742004264392	0.183027718550107	0.272473347547974	0.641254057005976	27.719	44.35	37.74	15.565	65.032	34.968	15.565	10.448	5.117	"0.618736383442266"	0.0980392156862745	0.28322440087146	0	1	0	0	0	0	0	0	1
"F4I2W6"	293	31937.94924	-2.73581555414777	6.25269556589033	98.4982935153584	26.9392491467577	1.20952218430034	0.0723549488054608	0.740806748681041	27.986	51.877	34.13	7.85	57.679	42.321	25.256	12.969	12.287	"0.865724381625442"	0.0848056537102474	0.049469964664311	0	1	0	0	0	0	0	1	1
"F4I2Y3"	422	46257.05684	5.72687850486657	8.07831965787355	84.2890995260664	56.7018957345972	1.22509478672986	0.100687203791469	0.729296594697763	35.308	57.82	28.91	11.374	54.976	45.024	17.773	10.427	7.346	"0.895631067961165"	0.0339805825242718	0.0703883495145631	0	0	0	1	0	0	0	0	1
"F4I3C9"	403	43894.90504	3.97033057708011	9.44434974141799	64.1687344913151	46.3828784119107	2.08503722084367	-0.0784119106699752	0.725725132841516	33.499	53.846	22.829	7.444	47.146	52.854	20.596	11.166	9.429	"0.972010178117048"	0.0229007633587786	0.00508905852417303	0	0	0	0	0	1	0	0	0
"F4I403"	397	44015.31304	2.22290902932525	7.5760463510882	77.8841309823678	36.1508816120907	1.45841309823678	0.0376826196473552	0.668241011146098	28.715	52.141	27.456	12.594	58.186	41.814	24.685	13.602	11.083	"0.912144702842377"	0.0568475452196382	0.0310077519379845	0	1	0	0	0	0	0	0	1
"F4I4V4"	254	28597.60704	-12.6608666865245	4.74475571253141	58.1496062992126	44.1492125984252	2.73925196850394	-0.211299212598425	0.758857553350523	28.346	49.606	24.016	8.268	41.732	58.268	35.433	16.142	19.291	"0.950819672131147"	0.0368852459016393	0.0122950819672131	0	1	0	0	0	0	0	0	1
"F4I5B8"	190	21258.72104	-0.0538966424503842	6.98060924735855	89.3157894736842	46.8657894736842	1.20331578947368	0.0605263157894737	0.771613170477466	27.895	52.105	29.474	10.526	55.789	44.211	24.211	13.158	11.053	"0.905555555555556"	0.0444444444444444	0.05	0	0	0	1	0	0	0	0	1
"F4I5G3"	338	38438.08954	11.5071057705929	9.76992289626773	81.8343195266272	39.8908284023669	2.15310650887574	-0.103254437869822	0.880966003296642	24.852	49.408	26.331	9.172	50	50	29.29	17.16	12.13	"0.929878048780488"	0.0365853658536585	0.0335365853658537	0	1	0	0	0	0	0	0	1
"F4I5H7"	632	69802.75274	-5.58060605672507	6.18208939890415	85.9810126582279	44.8930379746836	1.64648734177215	-0.000284810126582262	0.86452211209478	31.171	49.051	29.905	9.494	54.43	45.57	27.373	13.924	13.449	"0.953376205787781"	0.0353697749196141	0.0112540192926045	0	1	0	0	0	0	0	0	1
"F4I5V8"	443	49049.45994	-8.5047223397831	5.27407112399852	88.9390519187359	37.1613995485327	1.24988713318284	0.0747629796839729	0.766008724546584	28.668	49.661	30.7	11.287	57.562	42.438	27.765	13.544	14.221	"0.905311778290993"	0.0508083140877598	0.0438799076212471	0	1	0	0	0	0	0	0	1
"F4I615"	162	18214.93064	-0.55872349189278	6.5358594455523	89.1975308641975	48.5141975308642	1.48012345679012	0.0224074074074074	0.937120024898571	25.926	47.531	29.63	9.877	54.938	45.062	24.074	12.346	11.728	"0.894736842105263"	0.0855263157894737	0.0197368421052632	0	0	0	1	0	0	0	0	1
"F4I6G9"	600	65728.66674	1.74578236599686	7.23370651862662	96.3166666666667	29.544	1.24916666666667	0.0634333333333333	0.687263290695967	28.167	52.167	32	10.167	56.833	43.167	26.167	14.333	11.833	"0.879661016949153"	0.0542372881355932	0.0661016949152542	0	1	0	0	0	0	0	0	1
"F4I6M1"	1050	117233.76304	-0.389429670999828	6.9681993715567	80.2095238095238	40.4409523809524	1.98017142857143	-0.0604666666666667	0.769826951424678	28.857	50.667	27.333	9.714	49.429	50.571	28.857	15.333	13.524	"0.960576923076923"	0.0307692307692308	0.00865384615384615	0	1	0	0	0	0	0	0	1
"F4I6V0"	537	61922.16434	16.0159833710706	9.13203642312954	81.4897579143389	50.9621973929237	1.83873370577281	-0.0358100558659218	0.732960944970807	25.885	47.672	26.257	13.408	52.7	47.3	25.698	15.084	10.615	"0.954459203036053"	0.0303605313092979	0.015180265654649	0	0	0	0	0	0	0	1	0
"F4I718"	2136	231432.30934	-40.1669351346814	5.27770611492462	112.457865168539	39.935861423221	1.0510393258427	0.107743445692884	0.846782560637721	31.648	50.562	38.202	6.461	55.197	44.803	22.425	10.955	11.47	"0.843367826904986"	0.101128880526811	0.0555032925682032	0	1	0	0	0	0	0	1	1
"F4I7B6"	371	42147.85694	-8.75257343824109	5.53135340630182	79.3800539083558	46.5256064690027	2.04935309973046	-0.0767385444743935	0.765987989842008	25.067	45.553	27.493	11.051	50.404	49.596	33.693	16.712	16.981	"0.914127423822715"	0.0526315789473684	0.0332409972299169	0	0	0	0	0	1	0	0	0
"F4I7D4"	278	32033.16164	-26.9956464459582	4.10476667688565	93.273381294964	33.9852517985612	2.06726618705036	-0.0667625899280575	0.630225158455913	18.705	42.446	30.576	6.475	47.122	52.878	31.295	10.791	20.504	"0.977611940298508"	0.0111940298507463	0.0111940298507463	0	0	0	1	0	0	0	0	1
"F4I7J9"	1844	207064.14404	7.08620991041434	7.38433467247252	84.1106290672451	48.7081344902386	2.12946854663774	-0.0871366594360087	0.969321000000451	28.091	49.187	27.874	8.948	47.397	52.603	29.61	15.944	13.666	"0.956379498364231"	0.0376226826608506	0.00599781897491821	0	1	0	0	0	0	0	0	1
"F4I839"	444	49914.55904	23.1539530291689	9.63310842323974	74.2792792792793	41.9725225225225	1.50369369369369	0.0117117117117117	0.752327718715552	30.856	50.901	26.126	13.063	56.306	43.694	21.847	14.189	7.658	"0.923963133640553"	0.0230414746543779	0.0529953917050691	0	0	0	0	0	0	0	1	0
"F4I896"	460	52358.05014	19.9721197609182	9.45373898371957	86.3913043478261	44.1891304347826	1.58645652173913	-0.0208043478260869	0.682941208207745	22.609	47.391	28.261	11.304	56.739	43.261	27.174	16.957	10.217	"0.902222222222222"	0.0466666666666667	0.0511111111111111	0	0	0	0	0	0	1	0	0
"F4I8X8"	343	39162.26604	-2.37477151592515	6.40771218170079	100.524781341108	34.6326530612245	1.07536443148688	0.143906705539359	0.695901444351578	25.948	46.064	31.195	14.577	55.102	44.898	21.866	11.37	10.496	"0.801801801801802"	0.042042042042042	0.156156156156156	0	1	0	0	0	0	0	0	1
"F4I9D5"	592	65014.67684	-9.64815360953661	5.97626959671509	95.6756756756757	39.1189189189189	1.21998310810811	0.0770777027027027	0.745355279058673	29.561	50.507	29.561	9.797	55.405	44.595	23.818	12.162	11.655	"0.896907216494845"	0.0240549828178694	0.0790378006872852	0	0	0	0	0	0	0	1	0
"F4I9M9"	637	70935.53614	-2.20363260253539	6.69930770154854	75.2119309262166	36.1200941915228	1.87885400313972	-0.0437048665620094	0.794154760976948	28.885	50.078	27.63	10.361	53.846	46.154	27.63	14.443	13.187	"0.91866028708134"	0.05103668261563	0.0303030303030303	0	1	0	0	0	0	0	0	1
"F4I9X6"	319	35397.63514	2.21400150253644	8.7867373536154	98.7147335423197	29.3601880877743	1.7687460815047	-0.0401567398119122	0.611966571453954	26.646	43.887	30.094	6.27	48.276	51.724	28.84	15.361	13.48	"0.990291262135922"	0.00970873786407767	0	0	0	0	1	0	0	0	0	1
"F4IA25"	198	22074.45734	-1.68854636100025	6.50890255774208	99.3434343434343	35.9767676767677	1.21580808080808	0.0831818181818182	0.614740355502508	26.768	49.495	31.818	12.626	56.061	43.939	27.778	14.646	13.131	"0.909574468085106"	0.0372340425531915	0.0531914893617021	0	1	0	0	0	0	0	0	1
"F4IA77"	404	44118.83394	24.5402931344099	10.2559619901486	82.7475247524752	30.3081683168317	1.26524752475248	0.0735643564356436	0.616102826932695	32.178	55.941	26.98	11.386	56.188	43.812	19.059	13.366	5.693	"0.906091370558376"	0.0253807106598985	0.0685279187817259	0	0	0	0	0	0	0	1	0
"F4IAG1"	1094	124229.90704	-4.00184496705453	6.74244815369343	81.4533820840951	36.7646252285192	1.8708226691042	-0.0400822669104205	0.720882640628307	24.589	48.355	28.245	12.797	51.92	48.08	29.707	15.722	13.985	"0.935424354243542"	0.0313653136531365	0.033210332103321	0	1	0	0	0	0	0	0	1
"F4IAG5"	289	31313.18364	7.61800104339691	9.65664095174704	94.1522491349481	52.2020761245675	1.18117647058824	0.0817301038062284	0.757847020689512	31.142	52.941	31.488	7.958	58.131	41.869	18.685	11.073	7.612	"0.881720430107527"	0.043010752688172	0.0752688172043011	0	0	0	0	0	0	1	0	0
"F4IAM7"	165	19205.48034	-9.829916313806	4.61763955751064	84.4242424242424	34.9339393939394	2.28721212121212	-0.080060606060606	0.701430215480444	23.03	46.667	29.091	13.333	46.667	53.333	32.727	14.545	18.182	"0.948387096774194"	0.0451612903225806	0.00645161290322581	0	1	0	0	0	0	0	0	1
"F4IAW5"	289	32151.89424	2.73765919399249	7.85602744227397	85.2249134948097	47.7117647058824	1.43837370242215	0.0311418685121107	0.868028540150721	28.028	49.481	26.298	11.073	52.941	47.059	24.567	13.841	10.727	"0.906810035842294"	0.039426523297491	0.0537634408602151	0	1	0	0	0	0	0	0	1
"F4IB81"	651	71444.62684	-6.11005941039671	6.27717330288454	89.6927803379416	35.8207373271889	1.18740399385561	0.0996466973886329	0.600746568312819	32.258	53.917	29.954	11.214	55.453	44.547	20.43	10.599	9.831	"0.906396255850234"	0.0265210608424337	0.0670826833073323	0	0	0	0	0	1	0	0	0
"F4IBS4"	319	35079.28514	-3.26529338120069	6.56041293336979	63.0094043887147	54.0115987460815	2.05529780564263	-0.0770219435736677	0.546824372227324	34.169	54.859	22.571	9.718	46.082	53.918	26.646	14.42	12.226	"0.990291262135922"	0.00970873786407767	0	0	1	0	0	0	0	0	0	1
"F4IBV4"	403	45027.84814	1.03692233715077	7.16180573932787	93.5980148883375	42.4545905707196	1.3175682382134	0.068014888337469	0.813382770079417	28.536	50.62	32.258	12.655	55.087	44.913	25.31	14.144	11.166	"0.880407124681934"	0.0407124681933842	0.0788804071246819	0	1	0	0	0	0	0	0	1
"F4ICF4"	343	38222.24874	24.7791387157787	11.3603225444133	89.3002915451895	48.1580174927114	1.41166180758017	0.0516618075801749	0.711991107249896	31.195	49.854	30.904	12.828	57.434	42.566	20.991	15.452	5.539	"0.813813813813814"	0.0780780780780781	0.108108108108108	0	1	0	0	0	0	0	0	1
"F4ICG2"	800	92121.77134	-6.15625556728626	6.39116440755511	78.225	41.569375	2.002275	-0.0708125	0.717950195723187	23.75	47	26.5	12.875	50.25	49.75	31.625	16.25	15.375	"0.941772151898734"	0.0405063291139241	0.0177215189873418	0	1	0	0	0	0	0	0	1
"F4IDJ0"	830	94889.97564	17.0144187299305	8.96592285304309	84.3493975903614	47.1521686746988	2.28772289156626	-0.161879518072289	0.765169079855791	22.892	43.976	27.952	7.47	44.699	55.301	33.735	18.554	15.181	"0.924390243902439"	0.0548780487804878	0.0207317073170732	0	1	0	0	0	0	0	0	1
"F4IDU4"	462	52152.36684	17.3826291697341	9.47132809322111	95.4112554112554	42.8231601731602	0.413419913419913	0.218614718614719	0.744650470613393	30.087	46.104	32.251	16.45	65.801	34.199	16.667	10.823	5.844	"0.714601769911504"	0.0619469026548673	0.223451327433628	0	1	0	0	0	0	0	0	1
"F4IDY5"	1254	144091.97254	-31.2724137753913	5.68227428686491	83.8038277511962	54.3098086124402	1.5753668261563	0.0142583732057416	0.804399025307569	25.518	44.418	26.236	13.317	50.957	49.043	26.475	13.317	13.158	"0.911575562700965"	0.0618971061093248	0.0265273311897106	0	0	0	1	0	0	0	0	1
"F4IE14"	312	34412.17844	4.14412783759192	9.01352736151349	79.4230769230769	52.3416666666667	1.87192307692308	-0.0338141025641025	0.675409547658887	33.654	50.641	27.244	8.333	51.603	48.397	25	13.782	11.218	"0.960264900662252"	0.0364238410596026	0.0033112582781457	0	1	0	0	0	0	0	0	1
"F4IF99"	460	51464.95344	12.3719379692999	9.1443796445897	100.239130434783	41.4476086956522	1.2084347826087	0.0695217391304348	0.664222164658728	27.391	46.087	32.609	11.739	56.087	43.913	25.217	15.217	10	"0.897777777777778"	0.0666666666666667	0.0355555555555556	0	1	0	0	0	0	0	0	1
"F4IFC5"	650	74784.57474	-0.659477495512948	6.92871817825989	85.7846153846154	48.2826153846154	1.93630769230769	-0.0520615384615384	0.883564830839253	24	44	27.846	12.615	52.154	47.846	31.692	16.923	14.769	"0.9546875"	0.0375	0.0078125	0	1	0	0	0	0	0	0	1
"F4IFN6"	2138	244992.96354	-2.71310323752449	6.88153923671849	86.2114125350795	42.4801683816651	1.75023854069224	-0.0266744621141253	0.907286179386926	24.93	45.79	28.578	12.114	52.385	47.615	28.531	14.967	13.564	"0.926691729323308"	0.0493421052631579	0.0239661654135338	0	1	0	0	0	0	0	0	1
"F4IH21"	425	49318.65044	7.86285173027433	8.51272545181959	73.3882352941176	45.1348235294118	1.70837647058824	-0.0156705882352941	0.904635887031299	26.118	45.882	22.824	14.353	51.765	48.235	25.647	14.588	11.059	"0.896385542168675"	0.0457831325301205	0.0578313253012048	0	0	0	0	0	0	0	1	0
"F4IHY7"	527	60895.30594	-27.6723135986166	4.6891318529287	51.6318785578748	44.3842504743833	3.09282732447818	-0.257779886148008	0.66554609600383	25.806	47.438	18.406	9.677	41.176	58.824	38.71	17.457	21.252	"0.996131528046422"	0.00386847195357834	0	0	1	0	0	0	0	0	0	1
"F4II66"	355	38995.94024	-0.539232427899939	6.92385691867674	77.4647887323944	36.4980281690141	1.72340845070423	0.00425352112676057	0.73149619858057	33.239	54.366	27.042	12.394	50.704	49.296	27.887	15.493	12.394	"0.982608695652174"	0.00869565217391304	0.00869565217391304	0	1	0	0	0	0	0	0	1
"F4IIC2"	762	84662.83634	-31.4016802003496	4.6992828479199	88.8451443569554	50.6734908136483	1.97602362204724	-0.0544750656167979	0.903425725265091	28.215	51.969	28.346	6.824	47.375	52.625	29.265	13.255	16.01	"0.968085106382979"	0.0279255319148936	0.00398936170212766	0	0	0	1	0	0	0	0	1
